Vehicle_ID,Mileage,Age_Years,Usage,Color,Maintenance_Required
3,83960,2,Medium,black,Yes
3,62842,9,High,black,Yes
3,64101,4,Low,black,Yes
3,68623,7,Medium,black,Yes
3,104498,7,Low,black,Yes
3,62940,2,High,black,Yes
3,61594,3,High,black,Yes
3,75933,1,Low,black,Yes
3,74638,1,High,black,Yes
3,86048,1,High,black,Yes
3,29041,1,Low,black,Yes
3,46466,2,High,black,Yes
3,89461,1,Low,black,Yes
1,11859,1,Medium,black,No
1,121279,7,Low,black,No
1,104895,1,Low,black,Yes
1,139797,7,Medium,black,Yes
1,19810,3,Medium,black,Yes
1,149125,3,High,black,Yes
1,52152,5,Medium,black,Yes
1,60552,2,Low,black,No
1,56932,1,High,black,Yes
1,143653,3,Low,black,Yes
1,133371,4,High,black,Yes
1,63199,3,Low,black,Yes
1,30027,7,High,black,Yes
1,129834,8,High,black,Yes
1,140250,5,High,black,Yes
1,140273,7,Low,black,Yes
1,114912,8,Low,black,Yes
1,88157,3,High,black,Yes
1,43338,3,Medium,black,Yes
1,141211,5,Low,black,Yes
1,19949,4,Medium,black,No
1,142166,4,High,black,Yes
1,90335,6,Low,black,No
1,30960,3,Medium,black,Yes
1,49558,1,Medium,black,Yes
1,10694,6,Low,black,Yes
1,143661,6,Medium,black,Yes
1,26851,4,Low,black,Yes
1,148304,8,Medium,black,Yes
1,117095,2,Medium,black,Yes
1,58275,6,High,black,Yes
1,132800,4,Low,black,Yes
1,81572,3,Low,black,Yes
1,51892,2,Medium,black,Yes
1,136463,9,High,black,Yes
1,61275,9,High,black,Yes
1,14572,7,High,black,Yes
1,84992,4,Medium,black,Yes
1,77363,3,Medium,black,Yes
1,12412,9,Medium,black,Yes
1,64519,6,Low,black,Yes
1,45521,8,Medium,black,Yes
1,77975,6,Low,black,Yes
1,17490,5,High,black,No
1,62714,4,Low,black,Yes
1,104414,5,High,black,Yes
1,68518,9,Low,black,Yes
1,86326,3,High,black,No
1,119009,1,Medium,black,Yes
1,65389,2,Low,black,Yes
1,100259,9,Low,black,Yes
1,43235,5,Low,black,Yes
1,148527,7,High,black,Yes
1,62904,3,Low,black,Yes
1,49728,1,Medium,black,Yes
1,96484,7,High,black,Yes
1,129345,1,Medium,black,Yes
1,20202,4,High,black,Yes
1,28976,8,Low,black,Yes
1,95946,8,High,black,Yes
1,20341,9,High,black,No
1,64055,1,High,black,Yes
1,46957,9,Medium,black,Yes
1,44557,1,High,black,No
1,93480,5,Low,black,Yes
1,140501,6,High,black,Yes
1,32491,6,Low,black,Yes
1,103936,6,Low,black,Yes
1,24276,2,High,black,Yes
1,121835,4,High,black,Yes
1,122150,4,Medium,black,Yes
1,70861,1,Medium,black,Yes
1,137228,9,High,black,Yes
1,61269,5,High,black,No
1,49464,2,High,black,Yes
1,79333,9,High,black,Yes
1,121975,7,High,black,Yes
1,21063,6,Low,black,Yes
1,10998,1,Low,black,Yes
1,110176,8,Medium,black,Yes
1,108352,4,High,black,Yes
1,74554,7,High,black,Yes
1,31253,9,Medium,black,Yes
1,83686,3,High,black,Yes
1,32814,4,Medium,black,Yes
1,140542,7,Medium,black,Yes
1,21530,7,Medium,black,Yes
1,22022,7,Medium,black,No
1,25322,8,Medium,black,Yes
1,47343,4,High,black,Yes
1,68423,1,Medium,black,Yes
1,98520,5,High,black,Yes
1,117471,7,Medium,black,Yes
1,114054,8,Medium,black,Yes
1,39199,6,Medium,black,No
1,131086,2,Medium,black,No
1,119611,7,High,black,Yes
1,104091,8,Low,black,Yes
1,104224,9,High,black,Yes
1,54034,7,Low,black,Yes
2,139073,5,Low,black,Yes
2,122710,4,Medium,black,No
2,24319,4,Low,black,Yes
2,80338,5,Low,black,Yes
2,56403,6,Medium,black,Yes
2,122174,1,Low,black,Yes
2,25368,5,High,black,Yes
2,60463,1,Low,black,No
2,90225,4,Medium,black,Yes
2,49076,1,High,black,No
2,94706,4,Low,black,Yes
2,140204,6,Low,black,Yes
2,121971,4,Low,black,Yes
2,120962,5,Low,black,Yes
2,110422,3,Low,black,Yes
2,46017,1,High,black,Yes
2,41965,6,Medium,black,Yes
2,85107,9,Low,black,Yes
2,38835,2,Low,black,Yes
2,69955,9,Medium,black,Yes
2,10425,1,Low,black,Yes
2,141637,9,High,black,Yes
2,86206,9,Low,black,Yes
2,149003,3,Medium,black,Yes
2,24275,9,High,black,Yes
2,21824,2,High,black,Yes
2,129682,4,High,black,Yes
2,81839,7,High,black,Yes
2,19875,3,Medium,black,Yes
2,59471,3,Medium,black,Yes
2,60888,3,Low,black,Yes
2,146224,9,Medium,black,Yes
2,21207,1,Low,black,Yes
2,105077,6,Medium,black,Yes
2,137707,9,High,black,Yes
2,62763,9,High,black,Yes
2,87319,6,Medium,black,No
2,107197,3,Low,black,Yes
2,122663,4,Low,black,Yes
2,110530,3,Low,black,No
2,120209,9,Low,black,Yes
2,126512,9,Low,black,Yes
2,93754,6,High,black,Yes
2,132406,2,Low,black,Yes
2,29936,2,High,black,No
2,20223,1,Medium,black,Yes
2,103063,4,Medium,black,Yes
2,47710,2,High,black,Yes
2,109493,4,Medium,black,Yes
2,52593,4,Low,black,Yes
2,31963,9,Medium,black,Yes
2,39878,5,Medium,black,No
2,73279,6,High,black,Yes
2,62124,4,High,black,Yes
2,114482,6,Low,black,Yes
2,44788,6,Medium,black,Yes
2,87241,3,High,black,Yes
2,42700,9,Low,black,Yes
2,60561,2,Medium,black,No
2,48175,1,Low,black,Yes
2,103063,4,High,black,Yes
2,81736,3,Medium,black,Yes
2,111436,7,High,black,Yes
2,148314,3,Medium,black,Yes
2,116065,4,Low,black,Yes
2,24162,5,Low,black,Yes
2,67817,8,High,black,Yes
2,52410,7,Low,black,Yes
2,105625,4,Low,black,Yes
2,133826,7,High,black,Yes
2,148015,7,Medium,black,Yes
2,94697,6,High,black,Yes
2,49868,1,Low,black,Yes
2,35024,2,High,black,Yes
2,102040,4,Low,black,Yes
2,74390,6,High,black,Yes
2,66991,7,High,black,Yes
2,35767,9,High,black,Yes
2,75062,4,High,black,Yes
2,133710,8,High,black,No
2,102237,6,High,black,Yes
2,23043,5,High,black,Yes
2,90966,4,Medium,black,Yes
2,115193,8,Low,black,Yes
2,83146,1,Low,black,Yes
2,146601,8,High,black,Yes
2,114388,9,High,black,Yes
2,115906,1,Medium,black,Yes
2,25698,6,Medium,black,Yes
2,107439,5,Low,black,No
2,55437,7,High,black,Yes
2,128629,7,Medium,black,Yes
2,79496,1,Low,black,Yes
2,121994,5,Medium,black,Yes
2,21698,5,High,black,Yes
2,128372,1,Medium,black,Yes
2,74319,5,Medium,black,Yes
2,63917,1,High,black,Yes
2,14663,4,Low,black,Yes
2,103011,8,Medium,black,Yes
3,24355,6,Low,black,Yes
3,92351,7,Low,black,No
3,119483,2,Low,black,Yes
3,136585,5,Low,black,Yes
3,22872,2,High,black,Yes
3,133355,3,Medium,black,Yes
3,10171,7,Medium,black,Yes
3,60321,3,Low,black,Yes
3,29524,7,High,black,Yes
3,109711,8,High,black,Yes
3,23683,2,High,black,Yes
3,91429,2,High,black,Yes
3,40435,3,High,black,Yes
3,77867,5,Low,black,Yes
3,71854,4,Medium,black,Yes
3,74089,9,High,black,No
3,62528,2,High,black,Yes
3,42963,4,Medium,black,Yes
3,131399,6,Medium,black,Yes
3,100287,9,Medium,black,Yes
3,12065,8,High,black,Yes
3,51685,6,Low,black,No
3,17487,4,High,black,Yes
3,13749,4,Medium,black,Yes
3,82251,3,Medium,black,Yes
3,78478,2,High,black,Yes
3,124184,8,High,black,Yes
3,27982,5,High,black,No
3,59246,7,Low,black,Yes
3,83869,6,Low,black,Yes
3,69531,5,Medium,black,Yes
3,111548,7,Medium,black,Yes
3,59691,1,Medium,black,Yes
3,91038,2,High,black,Yes
3,149598,7,High,black,Yes
3,147609,7,High,black,Yes
3,87179,7,High,black,Yes
3,26954,3,Low,black,Yes
3,11796,3,Medium,black,Yes
3,81621,5,Low,black,Yes
3,14246,3,Medium,black,Yes
3,136206,2,Low,black,Yes
3,28291,2,Medium,black,Yes
3,126301,6,Low,black,Yes
3,44008,3,Low,black,Yes
3,46350,1,Low,black,Yes
3,29657,7,Low,black,Yes
3,64945,5,Low,black,Yes
3,73361,6,High,black,Yes
3,67613,4,Medium,black,Yes
3,66312,8,High,black,No
3,52402,8,Low,black,Yes
3,109296,8,High,black,Yes
3,116443,4,High,black,Yes
3,53999,8,Medium,black,Yes
3,61801,9,Medium,black,Yes
3,95164,2,Medium,black,Yes
3,19337,6,High,black,Yes
3,110096,1,High,black,Yes
3,110263,5,Low,black,Yes
3,63092,7,Medium,black,Yes
3,12171,5,Medium,black,Yes
3,48848,8,Medium,black,Yes
3,69227,2,High,black,Yes
3,83302,1,Medium,black,Yes
3,29362,8,Low,black,Yes
3,133497,9,Low,black,Yes
3,115989,1,High,black,Yes
3,106700,8,Low,black,Yes
3,107939,6,Low,black,No
3,143858,3,Low,black,Yes
3,75542,5,Low,black,Yes
3,128170,8,High,black,Yes
3,105506,2,Low,black,Yes
3,28870,6,High,black,Yes
3,116267,8,High,black,No
3,133655,9,Medium,black,No
3,67840,3,Low,black,Yes
3,147805,6,High,black,No
3,28717,1,High,black,Yes
3,140714,2,Medium,black,Yes
3,111135,4,Low,black,Yes
3,95508,9,Medium,black,Yes
3,107380,3,Medium,black,Yes
3,124433,4,High,black,Yes
3,92769,3,Medium,black,Yes
3,35203,5,High,black,Yes
3,87619,4,High,black,Yes
3,79528,6,Medium,black,Yes
3,30448,2,Medium,black,Yes
3,55047,8,Medium,black,Yes
3,80824,5,High,black,Yes
3,60473,3,Low,black,Yes
3,69662,8,High,black,Yes
3,64116,9,High,black,No
3,124205,3,Low,black,Yes
3,79745,3,High,black,Yes
3,74388,7,Low,black,Yes
3,117552,5,Low,black,Yes
3,65505,3,High,black,Yes
1,147516,1,Medium,black,Yes
1,107933,6,Low,black,Yes
1,114855,5,Low,black,Yes
1,38303,3,Medium,black,Yes
1,137904,5,High,black,Yes
1,42230,3,High,black,Yes
1,123207,2,Low,black,Yes
1,11784,2,High,black,Yes
1,124878,8,Medium,black,Yes
1,118122,4,High,black,Yes
1,118771,2,Low,black,Yes
1,148060,8,Medium,black,Yes
1,37350,7,Medium,black,Yes
1,97545,3,Low,black,Yes
1,111037,4,Low,black,Yes
1,132067,5,Medium,black,Yes
1,12051,8,High,black,No
1,116635,7,Low,black,Yes
1,16944,3,Medium,black,Yes
1,119425,1,Low,black,Yes
1,133999,2,Medium,black,Yes
1,128206,5,Medium,black,Yes
1,113710,7,High,black,Yes
1,11331,1,High,black,Yes
1,91780,8,High,black,Yes
1,79300,8,High,black,Yes
1,90057,9,High,black,Yes
1,93446,2,Low,black,Yes
1,80057,2,High,black,Yes
1,110261,9,Medium,black,Yes
1,15831,5,Low,black,Yes
1,44891,9,Medium,black,Yes
1,28211,1,High,black,Yes
1,96734,3,High,black,Yes
1,148131,6,Low,black,No
1,107216,2,Medium,black,Yes
1,41523,7,High,black,Yes
1,85955,5,Low,black,No
1,127831,6,Medium,black,Yes
1,143712,8,High,black,Yes
1,10215,2,Medium,black,Yes
1,33308,8,High,black,Yes
1,14908,3,Medium,black,No
1,138321,8,Medium,black,Yes
1,85403,4,Low,black,Yes
1,16918,8,High,black,Yes
1,14042,4,High,black,Yes
1,57694,5,High,black,Yes
1,72395,5,Low,black,Yes
1,107850,5,High,black,Yes
1,74081,7,Low,black,Yes
1,26487,8,Medium,black,Yes
1,37415,1,Medium,black,Yes
1,144003,4,High,black,Yes
1,75096,6,Low,black,No
1,53112,7,Low,black,Yes
1,46023,7,High,black,Yes
1,97781,9,Low,black,Yes
1,119734,4,Low,black,Yes
1,124142,4,High,black,Yes
1,97481,6,Low,black,Yes
1,14900,4,Low,black,No
1,25546,5,Medium,black,Yes
1,103657,7,Medium,black,Yes
1,24825,2,Medium,black,Yes
1,55905,2,Low,black,Yes
1,15356,2,Medium,black,Yes
1,11273,5,High,black,Yes
1,99593,7,Medium,black,Yes
1,36710,5,High,black,Yes
1,131127,5,Medium,black,Yes
1,23124,5,High,black,Yes
1,64863,5,High,black,Yes
1,140907,7,High,black,No
1,112663,8,Medium,black,Yes
1,70541,6,High,black,Yes
1,16556,2,Medium,black,Yes
1,105218,9,Medium,black,Yes
1,102818,5,High,black,Yes
1,95995,1,Low,black,Yes
1,43996,7,Low,black,No
1,112295,4,High,black,Yes
1,66844,2,Low,black,Yes
1,37048,5,Medium,black,Yes
1,102956,1,Low,black,Yes
1,125546,3,High,black,Yes
1,117200,9,Medium,black,Yes
1,116842,5,High,black,Yes
1,143527,4,Low,black,Yes
1,62526,6,Medium,black,Yes
1,95288,7,High,black,Yes
1,120000,8,Medium,black,Yes
1,47227,9,Low,black,Yes
1,40426,9,Medium,black,Yes
1,69349,2,Low,black,Yes
1,130332,8,Low,black,Yes
1,60176,9,Low,black,No
1,66232,4,High,black,Yes
1,50198,3,High,black,Yes
1,88196,7,High,black,Yes
2,39853,8,High,black,Yes
2,112694,4,Medium,black,Yes
2,100320,1,High,black,No
2,70449,8,Medium,black,Yes
2,51650,1,Medium,black,Yes
2,122800,6,High,black,Yes
2,117818,6,Low,black,Yes
2,132306,2,High,black,Yes
2,40325,6,Medium,black,Yes
2,124138,1,Medium,black,Yes
2,144018,5,Low,black,Yes
2,22443,3,Medium,black,Yes
2,36118,8,Medium,black,Yes
2,141708,7,Low,black,Yes
2,36793,7,High,black,Yes
2,75324,2,Medium,black,Yes
2,26040,2,High,black,Yes
2,56927,9,Low,black,Yes
2,133131,8,Low,black,Yes
2,148766,1,Medium,black,Yes
2,63193,3,Medium,black,Yes
2,135739,3,High,black,No
2,80084,8,High,black,Yes
2,77929,8,High,black,Yes
2,22667,8,Medium,black,Yes
2,101774,1,High,black,No
2,121161,4,Medium,black,Yes
2,20859,7,Low,black,Yes
2,107097,4,Low,black,No
2,35452,6,Low,black,Yes
2,45051,3,Low,black,No
2,110293,9,High,black,Yes
2,116958,5,Low,black,Yes
2,27595,1,Low,black,Yes
2,118976,9,Medium,black,Yes
2,84584,5,Low,black,Yes
2,36646,1,High,black,Yes
2,43648,1,High,black,Yes
2,13278,1,Low,black,Yes
2,78439,3,Low,black,Yes
2,130956,6,High,black,Yes
2,107894,6,High,black,Yes
2,112822,3,Medium,black,Yes
2,144271,5,High,black,Yes
2,96942,6,High,black,Yes
2,29207,9,Low,black,Yes
2,24262,6,High,black,Yes
2,28739,8,Medium,black,Yes
2,146417,9,Low,black,Yes
2,145173,6,Medium,black,Yes
2,143080,4,Low,black,Yes
2,113489,6,High,black,Yes
2,141585,7,Low,black,Yes
2,122513,1,Medium,black,No
2,136365,1,High,black,Yes
2,62723,3,High,black,Yes
2,93396,2,Low,black,Yes
2,55915,2,Medium,black,Yes
2,103164,3,High,black,No
2,25513,7,High,black,Yes
2,132826,7,High,black,Yes
2,87586,1,Low,black,No
2,138346,9,High,black,Yes
2,95353,8,High,black,Yes
2,33350,5,Low,black,Yes
2,31125,1,High,black,Yes
2,134498,2,Low,black,Yes
2,30603,1,High,black,Yes
2,50961,5,Medium,black,Yes
2,14481,3,Low,black,Yes
2,86234,6,High,black,Yes
2,23026,5,Medium,black,Yes
2,76303,9,Low,black,Yes
2,93151,3,Low,black,No
2,94370,1,High,black,Yes
2,61484,4,Low,black,Yes
2,114789,2,High,black,Yes
2,137281,7,High,black,Yes
2,41810,2,Low,black,Yes
2,80398,2,High,black,Yes
2,125821,3,High,black,Yes
2,131502,1,Medium,black,No
2,22628,1,Medium,black,Yes
2,136278,5,High,black,Yes
2,120216,1,Low,black,Yes
2,74428,8,Low,black,Yes
2,96324,6,High,black,Yes
2,119078,6,Low,black,Yes
2,94919,2,Medium,black,No
2,84437,9,Medium,black,Yes
2,90696,4,Medium,black,Yes
2,132332,7,Low,black,Yes
2,43882,7,High,black,Yes
2,26460,1,Low,black,Yes
2,143850,2,High,black,Yes
2,51294,7,High,black,Yes
2,136369,9,Medium,black,Yes
2,38942,6,Medium,black,Yes
2,69308,9,Medium,black,Yes
2,14155,4,Medium,black,Yes
3,68579,8,Low,black,Yes
3,103920,9,High,black,Yes
3,113775,7,Low,black,Yes
3,63564,5,Low,black,No
3,44560,1,Low,black,Yes
3,75764,3,Medium,black,Yes
3,52633,3,High,black,No
3,136693,3,Low,black,Yes
3,35590,3,High,black,Yes
3,85967,8,Medium,black,Yes
3,129657,9,High,black,Yes
3,100784,3,Medium,black,Yes
3,97037,6,Medium,black,Yes
3,111270,1,Medium,black,Yes
3,84804,8,Low,black,Yes
3,108173,6,Low,black,Yes
3,147549,1,Low,black,Yes
3,128878,3,Low,black,Yes
3,36384,2,Medium,black,Yes
3,11124,8,Medium,black,Yes
3,113948,2,Medium,black,No
3,24640,1,Low,black,Yes
3,132544,2,High,black,Yes
3,13822,4,High,black,No
3,73451,3,Medium,black,Yes
3,96646,7,Low,black,Yes
3,12759,1,High,black,Yes
3,92949,6,Low,black,Yes
3,149962,9,Medium,black,Yes
3,33418,9,Medium,black,Yes
3,130540,7,High,black,Yes
3,50919,8,High,black,Yes
3,43087,4,High,black,Yes
3,93690,4,High,black,Yes
3,147402,3,High,black,Yes
3,84488,7,Low,black,Yes
3,47246,8,High,black,No
3,97967,4,Medium,black,Yes
3,15131,8,Low,black,Yes
3,94091,3,Medium,black,No
3,102713,6,Medium,black,Yes
3,113987,8,High,black,Yes
3,28775,8,High,black,Yes
3,39791,6,High,black,Yes
3,86395,7,Low,black,No
3,82764,1,Low,black,Yes
3,88605,4,Low,black,Yes
3,121777,1,Low,black,Yes
3,81391,8,Low,black,No
3,144363,5,High,black,Yes
3,58281,3,Medium,black,Yes
3,33776,7,Low,black,Yes
3,65214,7,Low,black,Yes
3,28051,9,Low,black,Yes
3,125443,9,High,black,Yes
3,131584,4,Medium,black,Yes
3,56730,3,High,black,Yes
3,49160,3,Medium,black,Yes
3,73279,8,High,black,Yes
3,127187,1,Medium,black,Yes
3,62037,4,High,black,Yes
3,59172,1,Low,black,Yes
3,73961,4,Low,black,Yes
3,109980,5,Low,black,Yes
3,79928,3,Medium,black,Yes
3,54646,1,Medium,black,Yes
3,17067,4,Low,black,Yes
3,86619,2,Medium,black,Yes
3,27636,3,High,black,Yes
3,77880,9,High,black,Yes
3,61165,5,High,black,No
3,108627,5,High,black,Yes
3,132310,5,Low,black,Yes
3,18703,1,Low,black,Yes
3,14692,5,Low,black,Yes
3,72279,8,High,black,Yes
3,114682,2,Low,black,Yes
3,47823,1,High,black,Yes
3,139179,2,Low,black,Yes
3,31046,8,Medium,black,Yes
3,100522,7,Low,black,Yes
3,134769,4,High,black,No
3,33767,3,Low,black,Yes
3,60062,4,Medium,black,Yes
3,11637,1,Medium,black,Yes
3,87389,6,Medium,black,Yes
3,148259,6,Low,black,Yes
3,75278,7,Medium,black,Yes
3,46499,9,Medium,black,Yes
3,34250,4,High,black,Yes
3,72432,7,Medium,black,Yes
3,90366,4,High,black,Yes
3,133221,6,Low,black,Yes
3,42588,5,High,black,Yes
3,14213,5,Medium,black,Yes
3,105092,5,Medium,black,Yes
3,92949,4,High,black,Yes
3,98620,3,High,black,Yes
3,48238,5,High,black,Yes
3,14301,3,Medium,black,No
1,35282,8,High,white,Yes
1,51388,3,Low,white,No
1,48259,9,Medium,white,Yes
1,99736,8,High,white,Yes
1,80631,7,Medium,white,No
1,46320,3,Medium,white,No
1,139080,4,Medium,white,Yes
1,145285,5,High,white,Yes
1,44400,3,High,white,Yes
1,140510,7,High,white,Yes
1,56429,3,High,white,Yes
1,22325,8,Low,white,Yes
1,57397,4,Medium,white,No
1,109439,1,High,white,Yes
1,92446,6,Low,white,No
1,111577,2,Low,white,No
1,39385,6,Medium,white,No
1,104050,3,High,white,Yes
1,83859,6,High,white,Yes
1,62398,3,High,white,Yes
1,119849,7,Low,white,No
1,61449,1,High,white,Yes
1,72757,4,Low,white,No
1,128143,6,Medium,white,Yes
1,64357,3,Medium,white,No
1,149297,3,Low,white,Yes
1,71097,1,High,white,Yes
1,120174,4,Low,white,Yes
1,137688,5,Low,white,Yes
1,46125,1,High,white,Yes
1,132052,5,High,white,Yes
1,19675,3,Low,white,No
1,47001,4,Low,white,No
1,131451,2,Medium,white,Yes
1,72570,8,Medium,white,Yes
1,41086,7,High,white,Yes
1,131347,9,Medium,white,Yes
1,146221,8,Medium,white,Yes
1,87632,7,High,white,Yes
1,30116,3,Low,white,No
1,90538,6,Medium,white,No
1,121084,3,Medium,white,Yes
1,127902,4,High,white,Yes
1,59903,4,Medium,white,No
1,49317,4,High,white,Yes
1,128949,1,Medium,white,Yes
1,37450,3,Medium,white,Yes
1,62318,1,Medium,white,No
1,85081,3,High,white,Yes
1,11963,4,Low,white,No
1,145289,3,High,white,Yes
1,87593,5,Medium,white,No
1,112673,6,High,white,Yes
1,73551,6,High,white,Yes
1,138048,3,Low,white,Yes
1,19909,5,Low,white,No
1,138434,7,Medium,white,Yes
1,44354,7,High,white,Yes
1,21265,7,High,white,Yes
1,99627,2,Low,white,No
1,43615,7,Low,white,No
1,76396,6,High,white,Yes
1,12146,9,Low,white,Yes
1,92207,3,Low,white,No
1,57073,8,Low,white,Yes
1,15858,1,Low,white,No
1,12009,7,High,white,Yes
1,97690,7,High,white,Yes
1,66211,7,Medium,white,No
1,112952,9,Medium,white,Yes
1,27316,2,Medium,white,No
1,118626,3,High,white,Yes
1,100905,9,Low,white,Yes
1,115558,6,Low,white,No
1,109360,3,Low,white,No
1,15397,5,Low,white,No
1,131641,5,Medium,white,Yes
1,129625,3,Low,white,Yes
1,69082,1,Medium,white,No
1,59757,1,High,white,Yes
1,14752,2,High,white,Yes
1,14279,6,High,white,Yes
1,57035,4,Medium,white,Yes
1,91040,7,Medium,white,No
1,73931,5,Medium,white,No
1,123453,7,Low,white,Yes
1,23173,4,Medium,white,Yes
1,82548,5,Medium,white,No
1,126567,6,High,white,Yes
1,50191,2,Low,white,No
1,129633,7,High,white,Yes
1,105663,9,High,white,Yes
1,116708,5,Medium,white,No
1,63285,2,Medium,white,Yes
1,55848,3,Low,white,No
1,98848,4,Low,white,No
1,11883,6,Medium,white,No
1,97917,1,Low,white,No
1,34826,3,Low,white,No
1,40700,9,Low,white,Yes
2,54401,8,Low,black,Yes
2,136222,4,Medium,black,Yes
2,108596,8,Medium,black,Yes
2,55121,5,High,black,Yes
2,84385,6,Low,black,Yes
2,97245,3,Medium,black,Yes
2,40120,5,High,black,Yes
2,39506,1,Medium,black,Yes
2,11960,8,High,black,Yes
2,31339,2,Medium,black,Yes
2,60708,3,Medium,black,Yes
2,135378,2,Low,black,Yes
2,127026,9,Medium,black,Yes
2,41357,6,Medium,black,Yes
2,149944,6,High,black,Yes
2,34043,5,Low,black,Yes
2,141508,9,Medium,black,Yes
2,129670,4,High,black,Yes
2,146821,4,Medium,black,Yes
2,81809,1,Medium,black,Yes
2,71031,4,High,black,Yes
2,120724,2,Medium,black,Yes
2,49458,6,High,black,Yes
2,137266,1,Low,black,Yes
2,24183,4,High,black,Yes
2,43894,8,Medium,black,Yes
2,128306,4,Medium,black,Yes
2,122073,5,Low,black,Yes
2,64130,5,Low,black,Yes
2,149682,3,Medium,black,Yes
2,29046,3,Low,black,Yes
2,77625,9,Medium,black,Yes
2,147335,6,High,black,Yes
2,111579,5,Medium,black,Yes
2,80585,7,Medium,black,Yes
2,106390,2,High,black,Yes
2,20020,8,Low,black,No
2,119737,9,Medium,black,Yes
2,73987,6,High,black,No
2,80063,7,Medium,black,Yes
2,145711,3,Low,black,Yes
2,119972,1,Medium,black,Yes
2,126152,4,High,black,Yes
2,30320,2,High,black,No
2,34053,7,High,black,Yes
2,132155,1,Medium,black,Yes
2,89199,7,High,black,Yes
2,105520,2,Medium,black,No
2,128551,1,Medium,black,Yes
2,49462,2,Low,black,Yes
2,124106,7,Medium,black,Yes
2,71885,8,High,black,Yes
2,21516,3,Medium,black,Yes
2,104337,6,Medium,black,Yes
2,124300,7,High,black,Yes
2,17144,2,Medium,black,Yes
2,76274,4,High,black,Yes
2,140173,9,Medium,black,No
2,55330,4,Medium,black,No
2,48165,8,Low,black,Yes
2,109742,6,High,black,Yes
2,30334,6,Low,black,Yes
2,22100,7,Medium,black,No
2,137821,1,Medium,black,Yes
2,47038,8,Medium,black,Yes
2,41928,1,Medium,black,Yes
2,59203,1,Low,black,Yes
2,110178,9,Medium,black,Yes
2,40480,1,Medium,black,Yes
2,29578,7,Low,black,Yes
2,37990,1,Medium,black,No
2,137408,4,Medium,black,No
2,95696,6,High,black,Yes
2,119747,9,Low,black,Yes
2,16646,5,Medium,black,Yes
2,85633,4,Medium,black,Yes
2,109135,1,Low,black,No
2,23394,6,High,black,Yes
2,19922,5,High,black,Yes
2,88535,7,High,black,Yes
2,92548,4,High,black,Yes
2,58424,1,High,black,Yes
2,102735,7,High,black,Yes
2,42461,8,Medium,black,Yes
2,16137,2,High,black,Yes
2,148889,5,Medium,black,Yes
2,99316,5,Low,black,Yes
2,73512,4,Low,black,No
2,87311,4,Low,black,Yes
2,37069,8,Low,black,Yes
2,130058,1,Low,black,Yes
2,29871,9,Medium,black,No
2,105517,5,Low,black,Yes
2,94660,2,Medium,black,Yes
2,126951,5,High,black,Yes
2,130350,1,Low,black,Yes
2,43185,3,High,black,Yes
2,149224,5,Medium,black,Yes
2,39365,1,Low,black,Yes
2,28874,2,Low,black,Yes
3,31200,9,High,black,Yes
3,85095,7,Low,black,No
3,52975,6,High,black,No
3,140443,2,High,black,Yes
3,149948,5,Low,black,Yes
3,88185,4,Medium,black,Yes
3,119568,6,Low,black,No
3,127385,8,Low,black,Yes
3,85136,5,Low,black,Yes
3,140053,4,High,black,Yes
3,40437,7,High,black,No
3,12745,1,High,black,Yes
3,116473,6,High,black,Yes
3,38076,1,Low,black,Yes
3,88540,8,High,black,Yes
3,50726,8,Medium,black,Yes
3,41051,5,Medium,black,Yes
3,64466,9,Medium,black,Yes
3,133991,3,High,black,Yes
3,91396,8,Low,black,Yes
3,56038,4,Low,black,Yes
3,24148,7,Medium,black,No
3,128814,4,Low,black,Yes
3,112712,4,High,black,Yes
3,62851,1,Medium,black,Yes
3,129860,6,High,black,Yes
3,36211,9,High,black,Yes
3,110477,6,High,black,No
3,126792,6,High,black,Yes
3,52782,4,High,black,Yes
3,123021,4,High,black,Yes
3,106978,4,Medium,black,Yes
3,82792,5,High,black,No
3,104981,6,Medium,black,Yes
3,47470,5,High,black,Yes
3,60071,1,High,black,Yes
3,116190,7,Low,black,Yes
3,45361,9,Medium,black,Yes
3,131988,1,Medium,black,Yes
3,42509,3,Low,black,Yes
3,59461,1,Medium,black,No
3,101182,2,Low,black,Yes
3,126761,3,High,black,Yes
3,21445,2,Medium,black,Yes
3,13726,5,High,black,Yes
3,117622,4,Low,black,Yes
3,90190,7,Low,black,Yes
3,129643,4,Low,black,Yes
3,125115,3,High,black,Yes
3,17342,1,Medium,black,Yes
3,57298,6,Medium,black,Yes
3,122008,3,Low,black,Yes
3,74832,1,Low,black,Yes
3,36518,4,Low,black,No
3,77882,1,Low,black,Yes
3,34762,5,Low,black,Yes
3,123153,2,Low,black,Yes
3,130572,9,Medium,black,No
3,104154,9,Low,black,No
3,82467,4,Low,black,Yes
3,39114,4,Low,black,Yes
3,42573,4,Low,black,Yes
3,106885,2,Medium,black,Yes
3,147406,1,Medium,black,Yes
3,49514,2,Low,black,No
3,129118,9,High,black,Yes
3,59324,9,High,black,Yes
3,100805,8,Medium,black,Yes
3,132772,8,Medium,black,Yes
3,127938,3,High,black,No
3,88751,7,Low,black,No
3,17650,8,Medium,black,Yes
3,64090,1,High,black,Yes
3,56861,6,Medium,black,Yes
3,149054,5,Low,black,Yes
3,89076,6,High,black,Yes
3,91819,2,Medium,black,Yes
